sale,SKU,date,quantity_sold,brand,price,cost,store,revenue,profit
808,HL1009,1/24/2018,4,Motorola,1400,830,São Paulo,5600,2280
809,HL1005,1/24/2018,3,Canon,1500,710,São Paulo,4500,2370
810,HL1005,1/24/2018,2,Canon,1500,920,Salvador,3000,1160
811,HL1015,1/24/2018,2,Sony,700,340,Belo Horizonte,1400,720
812,HL1003,1/24/2018,5,Samsung,4500,2300,Guarulhos,22500,11000
813,HL1008,1/24/2018,5,Philco,2000,1160,São Paulo,10000,4200
814,HL1008,1/24/2018,2,Philco,2000,900,Recife,4000,2200
815,HL1021,1/24/2018,5,Samsung,3000,2070,São Paulo,15000,4650
816,HL1007,1/24/2018,2,Dell,2300,1100,Salvador,4600,2400
817,HL1019,1/24/2018,5,Apple,6500,2930,Goiânia,32500,17850
818,HL1008,1/24/2018,3,Philco,2000,1180,Belo Horizonte,6000,2460
819,HL1007,1/24/2018,4,Dell,2300,1500,Salvador,9200,3200
820,HL1013,1/24/2018,4,Nikon,1550,900,Salvador,6200,2600
821,HL1001,1/24/2018,3,LG,2600,1460,Rio de Janeiro,7800,3420
822,HL1005,1/24/2018,3,Canon,1500,840,Salvador,4500,1980
823,HL1005,1/24/2018,5,Canon,1500,1020,Goiânia,7500,2400
824,HL1015,1/24/2018,4,Sony,700,390,São Paulo,2800,1240
825,HL1008,1/24/2018,2,Philco,2000,1240,Goiânia,4000,1520
826,HL1024,1/24/2018,4,Acer,2400,1340,Salvador,9600,4240
827,HL1013,1/24/2018,5,Nikon,1550,910,Belo Horizonte,7750,3200
828,HL1007,1/24/2018,4,Dell,2300,1080,Guarulhos,9200,4880
829,HL1018,1/24/2018,3,Xiaomi,1200,530,Rio de Janeiro,3600,2010
830,HL1006,1/24/2018,4,Samsung,1400,970,São Paulo,5600,1720
831,HL1009,1/24/2018,3,Motorola,1400,600,Rio de Janeiro,4200,2400
832,HL1018,1/24/2018,2,Xiaomi,1200,800,Belo Horizonte,2400,800
833,HL1001,1/24/2018,4,LG,2600,1660,São Paulo,10400,3760
834,HL1002,1/24/2018,2,Apple,2500,1530,São Paulo,5000,1940
835,HL1012,1/24/2018,5,Dell,5500,3850,São Paulo,27500,8250
836,HL1024,1/24/2018,3,Acer,2400,1440,Curitiba,7200,2880
837,HL1008,1/24/2018,2,Philco,2000,960,Rio de Janeiro,4000,2080
838,HL1017,1/24/2018,3,Samsung,5200,2860,Fortaleza,15600,7020
839,HL1020,1/24/2018,4,Motorola,1500,690,São Paulo,6000,3240
840,HL1008,1/24/2018,5,Philco,2000,1040,Curitiba,10000,4800
841,HL1001,1/24/2018,1,LG,2600,1400,São Paulo,2600,1200
842,HL1018,1/24/2018,1,Xiaomi,1200,650,Goiânia,1200,550
843,HL1001,1/24/2018,2,LG,2600,1770,Fortaleza,5200,1660
844,HL1018,1/24/2018,1,Xiaomi,1200,500,Rio de Janeiro,1200,700
845,HL1005,1/24/2018,2,Canon,1500,650,Salvador,3000,1700
846,HL1016,1/24/2018,3,Samsung,1450,610,Belo Horizonte,4350,2520
847,HL1001,1/24/2018,3,LG,2600,1200,Fortaleza,7800,4200
848,HL1023,1/24/2018,1,Samsung,1500,810,Rio de Janeiro,1500,690
849,HL1016,1/25/2018,3,Samsung,1450,620,São Paulo,4350,2490
850,HL1008,1/25/2018,2,Philco,2000,1340,Curitiba,4000,1320
851,HL1012,1/25/2018,3,Dell,5500,2200,Salvador,16500,9900
852,HL1007,1/25/2018,1,Dell,2300,970,São Paulo,2300,1330
853,HL1005,1/25/2018,2,Canon,1500,900,Porto Alegre,3000,1200
854,HL1019,1/25/2018,4,Apple,6500,4420,Rio de Janeiro,26000,8320
855,HL1002,1/25/2018,1,Apple,2500,1000,Campinas,2500,1500
856,HL1018,1/25/2018,5,Xiaomi,1200,700,Fortaleza,6000,2500
857,HL1001,1/25/2018,1,LG,2600,1350,Curitiba,2600,1250
858,HL1023,1/25/2018,5,Samsung,1500,680,Belo Horizonte,7500,4100
859,HL1004,1/25/2018,1,Apple,1750,930,São Paulo,1750,820
860,HL1001,1/25/2018,4,LG,2600,1610,Fortaleza,10400,3960
861,HL1021,1/25/2018,2,Samsung,3000,1200,Goiânia,6000,3600
862,HL1005,1/25/2018,4,Canon,1500,740,Porto Alegre,6000,3040
863,HL1005,1/25/2018,3,Canon,1500,650,Niterói,4500,2550
864,HL1020,1/25/2018,4,Motorola,1500,870,São Paulo,6000,2520
865,HL1020,1/25/2018,5,Motorola,1500,750,Recife,7500,3750
866,HL1002,1/25/2018,3,Apple,2500,1650,São Paulo,7500,2550
867,HL1021,1/25/2018,2,Samsung,3000,2010,Fortaleza,6000,1980
868,HL1013,1/25/2018,2,Nikon,1550,710,Campinas,3100,1680
869,HL1018,1/25/2018,1,Xiaomi,1200,820,Salvador,1200,380
870,HL1008,1/25/2018,3,Philco,2000,1380,Guarulhos,6000,1860
871,HL1005,1/25/2018,2,Canon,1500,890,Goiânia,3000,1220
872,HL1019,1/25/2018,1,Apple,6500,3970,São Paulo,6500,2530
873,HL1015,1/25/2018,2,Sony,700,290,Guarulhos,1400,820
874,HL1009,1/25/2018,3,Motorola,1400,770,Recife,4200,1890
875,HL1007,1/25/2018,1,Dell,2300,1130,Fortaleza,2300,1170
876,HL1008,1/25/2018,5,Philco,2000,1000,Guarulhos,10000,5000
877,HL1022,1/25/2018,4,Apple,750,450,Guarulhos,3000,1200
878,HL1007,1/25/2018,5,Dell,2300,1470,Recife,11500,4150
879,HL1021,1/25/2018,3,Samsung,3000,1500,Recife,9000,4500
880,HL1009,1/25/2018,2,Motorola,1400,690,Salvador,2800,1420
881,HL1013,1/25/2018,1,Nikon,1550,980,Recife,1550,570
882,HL1015,1/25/2018,4,Sony,700,410,Recife,2800,1160
883,HL1023,1/25/2018,4,Samsung,1500,750,Recife,6000,3000
884,HL1018,1/25/2018,2,Xiaomi,1200,780,Nova Iguaçu,2400,840
885,HL1004,1/26/2018,4,Apple,1750,1170,Rio de Janeiro,7000,2320
886,HL1005,1/26/2018,1,Canon,1500,990,Guarulhos,1500,510
887,HL1021,1/26/2018,4,Samsung,3000,1560,São Paulo,12000,5760
888,HL1023,1/26/2018,3,Samsung,1500,930,São Paulo,4500,1710
889,HL1015,1/26/2018,5,Sony,700,490,Belo Horizonte,3500,1050
890,HL1001,1/26/2018,2,LG,2600,1790,Campinas,5200,1620
891,HL1015,1/26/2018,1,Sony,700,480,Salvador,700,220
892,HL1014,1/26/2018,5,Samsung,1100,760,São Paulo,5500,1700
893,HL1006,1/26/2018,1,Samsung,1400,630,Belo Horizonte,1400,770
894,HL1009,1/26/2018,5,Motorola,1400,840,Porto Alegre,7000,2800
895,HL1008,1/26/2018,4,Philco,2000,1000,São Paulo,8000,4000
896,HL1003,1/26/2018,3,Samsung,4500,2570,Rio de Janeiro,13500,5790
897,HL1009,1/26/2018,1,Motorola,1400,740,Rio de Janeiro,1400,660
898,HL1021,1/26/2018,4,Samsung,3000,1440,São Paulo,12000,6240
899,HL1001,1/26/2018,3,LG,2600,1380,São Paulo,7800,3660
900,HL1018,1/26/2018,3,Xiaomi,1200,660,Salvador,3600,1620
901,HL1011,1/26/2018,3,Samsung,2000,1040,Rio de Janeiro,6000,2880
902,HL1005,1/26/2018,5,Canon,1500,630,Fortaleza,7500,4350
903,HL1019,1/26/2018,1,Apple,6500,2670,São Paulo,6500,3830
904,HL1008,1/26/2018,4,Philco,2000,1340,São Paulo,8000,2640
905,HL1013,1/26/2018,3,Nikon,1550,710,Porto Alegre,4650,2520
906,HL1024,1/26/2018,4,Acer,2400,1510,Guarulhos,9600,3560
907,HL1014,1/26/2018,5,Samsung,1100,530,São Paulo,5500,2850
908,HL1005,1/26/2018,4,Canon,1500,980,São Paulo,6000,2080
909,HL1018,1/26/2018,2,Xiaomi,1200,780,Porto Alegre,2400,840
910,HL1001,1/26/2018,4,LG,2600,1070,Recife,10400,6120
911,HL1003,1/26/2018,2,Samsung,4500,2790,São Paulo,9000,3420
912,HL1005,1/26/2018,4,Canon,1500,830,Belo Horizonte,6000,2680
913,HL1001,1/26/2018,2,LG,2600,1400,Salvador,5200,2400
914,HL1018,1/26/2018,5,Xiaomi,1200,590,São Paulo,6000,3050
915,HL1014,1/26/2018,3,Samsung,1100,760,Salvador,3300,1020
916,HL1005,1/26/2018,2,Canon,1500,1010,São Paulo,3000,980
917,HL1023,1/26/2018,3,Samsung,1500,1020,Recife,4500,1440
918,HL1018,1/27/2018,2,Xiaomi,1200,710,Rio de Janeiro,2400,980
919,HL1020,1/27/2018,5,Motorola,1500,920,Campinas,7500,2900
920,HL1018,1/27/2018,3,Xiaomi,1200,800,Recife,3600,1200
921,HL1007,1/27/2018,3,Dell,2300,1040,Porto Alegre,6900,3780
922,HL1005,1/27/2018,2,Canon,1500,890,Guarulhos,3000,1220
923,HL1007,1/27/2018,4,Dell,2300,1170,Curitiba,9200,4520
924,HL1024,1/27/2018,4,Acer,2400,1150,Goiânia,9600,5000
925,HL1008,1/27/2018,1,Philco,2000,1320,Guarulhos,2000,680
926,HL1010,1/27/2018,3,Apple,1900,870,Campinas,5700,3090
927,HL1008,1/27/2018,5,Philco,2000,1040,Campinas,10000,4800
928,HL1001,1/27/2018,5,LG,2600,1220,São Paulo,13000,6900
929,HL1009,1/27/2018,4,Motorola,1400,590,Curitiba,5600,3240
930,HL1019,1/27/2018,2,Apple,6500,3060,Porto Alegre,13000,6880
931,HL1023,1/27/2018,3,Samsung,1500,770,São Paulo,4500,2190
932,HL1013,1/27/2018,1,Nikon,1550,910,Salvador,1550,640
933,HL1022,1/27/2018,3,Apple,750,490,Fortaleza,2250,780
934,HL1007,1/27/2018,4,Dell,2300,1330,São Paulo,9200,3880
935,HL1001,1/27/2018,1,LG,2600,1480,Niterói,2600,1120
936,HL1005,1/27/2018,4,Canon,1500,960,Salvador,6000,2160
937,HL1008,1/27/2018,5,Philco,2000,860,Salvador,10000,5700
938,HL1001,1/27/2018,2,LG,2600,1400,Campinas,5200,2400
939,HL1005,1/27/2018,1,Canon,1500,900,Campinas,1500,600
940,HL1004,1/27/2018,3,Apple,1750,1230,Salvador,5250,1560
941,HL1015,1/27/2018,1,Sony,700,410,Fortaleza,700,290
942,HL1001,1/27/2018,4,LG,2600,1690,Rio de Janeiro,10400,3640
943,HL1013,1/27/2018,5,Nikon,1550,710,Belo Horizonte,7750,4200
944,HL1021,1/27/2018,3,Samsung,3000,1440,Rio de Janeiro,9000,4680
945,HL1013,1/27/2018,3,Nikon,1550,960,Belo Horizonte,4650,1770
946,HL1007,1/27/2018,4,Dell,2300,920,São Paulo,9200,5520
947,HL1024,1/27/2018,5,Acer,2400,1680,Goiânia,12000,3600
948,HL1003,1/27/2018,3,Samsung,4500,2340,Belo Horizonte,13500,6480
949,HL1008,1/27/2018,3,Philco,2000,1340,Nova Iguaçu,6000,1980
950,HL1003,1/27/2018,4,Samsung,4500,2390,Rio de Janeiro,18000,8440
951,HL1024,1/27/2018,1,Acer,2400,1510,São Paulo,2400,890
952,HL1023,1/27/2018,5,Samsung,1500,800,Curitiba,7500,3500
953,HL1010,1/27/2018,3,Apple,1900,890,São Paulo,5700,3030
954,HL1008,1/27/2018,2,Philco,2000,1060,Recife,4000,1880
955,HL1006,1/28/2018,2,Samsung,1400,840,Goiânia,2800,1120
956,HL1021,1/28/2018,4,Samsung,3000,1290,Fortaleza,12000,6840
957,HL1024,1/28/2018,1,Acer,2400,1060,São Paulo,2400,1340
958,HL1001,1/28/2018,1,LG,2600,1790,São Paulo,2600,810
959,HL1013,1/28/2018,5,Nikon,1550,710,Salvador,7750,4200
960,HL1007,1/28/2018,5,Dell,2300,1610,Fortaleza,11500,3450
961,HL1003,1/28/2018,3,Samsung,4500,2160,Recife,13500,7020
962,HL1008,1/28/2018,3,Philco,2000,1320,São Paulo,6000,2040
963,HL1015,1/28/2018,5,Sony,700,340,São Paulo,3500,1800
964,HL1024,1/28/2018,1,Acer,2400,1660,Porto Alegre,2400,740
965,HL1001,1/28/2018,4,LG,2600,1610,Guarulhos,10400,3960
966,HL1017,1/28/2018,4,Samsung,5200,2340,São Paulo,20800,11440
967,HL1015,1/28/2018,1,Sony,700,280,Niterói,700,420
968,HL1002,1/28/2018,5,Apple,2500,1180,Rio de Janeiro,12500,6600
969,HL1023,1/28/2018,4,Samsung,1500,980,Niterói,6000,2080
970,HL1023,1/28/2018,1,Samsung,1500,660,Curitiba,1500,840
971,HL1021,1/28/2018,3,Samsung,3000,1320,Campinas,9000,5040
972,HL1009,1/28/2018,5,Motorola,1400,900,Rio de Janeiro,7000,2500
973,HL1002,1/28/2018,2,Apple,2500,1530,Porto Alegre,5000,1940
974,HL1005,1/28/2018,1,Canon,1500,630,Guarulhos,1500,870
975,HL1023,1/28/2018,1,Samsung,1500,1040,Salvador,1500,460
976,HL1012,1/28/2018,1,Dell,5500,2920,Fortaleza,5500,2580
977,HL1009,1/28/2018,3,Motorola,1400,810,Nova Iguaçu,4200,1770
978,HL1010,1/28/2018,3,Apple,1900,1180,Rio de Janeiro,5700,2160
979,HL1008,1/29/2018,2,Philco,2000,1060,São Paulo,4000,1880
980,HL1001,1/29/2018,5,LG,2600,1070,Salvador,13000,7650
981,HL1001,1/29/2018,3,LG,2600,1170,Rio de Janeiro,7800,4290
982,HL1009,1/29/2018,4,Motorola,1400,700,Niterói,5600,2800
983,HL1021,1/29/2018,1,Samsung,3000,1260,São Paulo,3000,1740
984,HL1001,1/29/2018,3,LG,2600,1720,Goiânia,7800,2640
985,HL1018,1/29/2018,3,Xiaomi,1200,840,São Paulo,3600,1080
986,HL1015,1/29/2018,2,Sony,700,480,Fortaleza,1400,440
987,HL1023,1/29/2018,1,Samsung,1500,1040,Guarulhos,1500,460
988,HL1009,1/29/2018,2,Motorola,1400,980,Nova Iguaçu,2800,840
989,HL1001,1/29/2018,1,LG,2600,1200,São Paulo,2600,1400
990,HL1023,1/29/2018,1,Samsung,1500,930,Campinas,1500,570
991,HL1019,1/29/2018,4,Apple,6500,3970,Curitiba,26000,10120
992,HL1015,1/29/2018,2,Sony,700,340,Belo Horizonte,1400,720
993,HL1014,1/29/2018,1,Samsung,1100,770,Belo Horizonte,1100,330
994,HL1024,1/29/2018,4,Acer,2400,980,Porto Alegre,9600,5680
995,HL1015,1/29/2018,5,Sony,700,370,Belo Horizonte,3500,1650
996,HL1001,1/29/2018,5,LG,2600,1690,Fortaleza,13000,4550
997,HL1007,1/29/2018,5,Dell,2300,1310,São Paulo,11500,4950
998,HL1024,1/29/2018,4,Acer,2400,1100,Fortaleza,9600,5200
999,HL1007,1/29/2018,1,Dell,2300,1520,São Paulo,2300,780
1000,HL1024,1/29/2018,2,Acer,2400,1580,Curitiba,4800,1640
1001,HL1007,1/29/2018,1,Dell,2300,1400,Guarulhos,2300,900
1002,HL1001,1/29/2018,4,LG,2600,1140,Recife,10400,5840
1003,HL1001,1/29/2018,3,LG,2600,1430,Salvador,7800,3510
1004,HL1005,1/29/2018,1,Canon,1500,690,Rio de Janeiro,1500,810
1005,HL1005,1/29/2018,4,Canon,1500,1050,São Paulo,6000,1800
1006,HL1006,1/29/2018,2,Samsung,1400,730,Goiânia,2800,1340
1007,HL1019,1/29/2018,1,Apple,6500,3900,Recife,6500,2600
1008,HL1014,1/29/2018,3,Samsung,1100,730,Porto Alegre,3300,1110
1009,HL1005,1/29/2018,3,Canon,1500,990,Rio de Janeiro,4500,1530
1010,HL1021,1/29/2018,3,Samsung,3000,1590,São Paulo,9000,4230
1011,HL1008,1/29/2018,5,Philco,2000,1380,Goiânia,10000,3100
1012,HL1008,1/29/2018,4,Philco,2000,1040,Fortaleza,8000,3840
1013,HL1001,1/29/2018,3,LG,2600,1400,São Paulo,7800,3600
1014,HL1005,1/29/2018,4,Canon,1500,1040,Fortaleza,6000,1840
1015,HL1011,1/29/2018,5,Samsung,2000,960,São Paulo,10000,5200
1016,HL1001,1/29/2018,4,LG,2600,1720,Salvador,10400,3520
1017,HL1001,1/29/2018,2,LG,2600,1400,Rio de Janeiro,5200,2400
1018,HL1019,1/29/2018,2,Apple,6500,3450,Campinas,13000,6100
1019,HL1001,1/30/2018,4,LG,2600,1090,Guarulhos,10400,6040
1020,HL1021,1/30/2018,3,Samsung,3000,1770,Rio de Janeiro,9000,3690
1021,HL1005,1/30/2018,3,Canon,1500,780,Recife,4500,2160
1022,HL1019,1/30/2018,1,Apple,6500,4100,Nova Iguaçu,6500,2400
1023,HL1023,1/30/2018,2,Samsung,1500,780,Recife,3000,1440
1024,HL1005,1/30/2018,1,Canon,1500,1020,Belo Horizonte,1500,480
1025,HL1001,1/30/2018,5,LG,2600,1660,São Paulo,13000,4700
1026,HL1019,1/30/2018,4,Apple,6500,2670,Salvador,26000,15320
1027,HL1001,1/30/2018,5,LG,2600,1690,Fortaleza,13000,4550
1028,HL1017,1/30/2018,2,Samsung,5200,3220,São Paulo,10400,3960
1029,HL1012,1/30/2018,1,Dell,5500,2480,Recife,5500,3020
1030,HL1007,1/30/2018,3,Dell,2300,1540,São Paulo,6900,2280
1031,HL1020,1/30/2018,5,Motorola,1500,800,Guarulhos,7500,3500
1032,HL1002,1/30/2018,5,Apple,2500,1550,Guarulhos,12500,4750
1033,HL1015,1/30/2018,2,Sony,700,300,Curitiba,1400,800
1034,HL1003,1/30/2018,4,Samsung,4500,2120,São Paulo,18000,9520
1035,HL1007,1/30/2018,1,Dell,2300,1400,Rio de Janeiro,2300,900
1036,HL1003,1/30/2018,1,Samsung,4500,2160,São Paulo,4500,2340
1037,HL1001,1/30/2018,5,LG,2600,1480,São Paulo,13000,5600
1038,HL1007,1/30/2018,3,Dell,2300,1500,Nova Iguaçu,6900,2400
1039,HL1022,1/30/2018,1,Apple,750,410,Recife,750,340
1040,HL1015,1/30/2018,4,Sony,700,480,Curitiba,2800,880
1041,HL1021,1/30/2018,2,Samsung,3000,1290,Salvador,6000,3420
1042,HL1021,1/30/2018,1,Samsung,3000,1980,Rio de Janeiro,3000,1020
1043,HL1005,1/30/2018,3,Canon,1500,840,Fortaleza,4500,1980
1044,HL1001,1/30/2018,5,LG,2600,1090,Salvador,13000,7550
1045,HL1005,1/30/2018,4,Canon,1500,1010,Salvador,6000,1960
1046,HL1009,1/30/2018,4,Motorola,1400,620,São Paulo,5600,3120
1047,HL1009,1/30/2018,3,Motorola,1400,670,São Paulo,4200,2190
1048,HL1023,1/30/2018,5,Samsung,1500,960,Campinas,7500,2700
1049,HL1024,1/30/2018,2,Acer,2400,1180,São Paulo,4800,2440
1050,HL1008,1/30/2018,2,Philco,2000,1120,Porto Alegre,4000,1760
1051,HL1001,1/30/2018,5,LG,2600,1590,Campinas,13000,5050
1052,HL1015,1/30/2018,1,Sony,700,320,Fortaleza,700,380
1053,HL1005,1/30/2018,5,Canon,1500,1020,Fortaleza,7500,2400
1054,HL1017,1/30/2018,5,Samsung,5200,3590,Rio de Janeiro,26000,8050
1055,HL1009,1/30/2018,4,Motorola,1400,920,São Paulo,5600,1920
1056,HL1013,1/30/2018,1,Nikon,1550,780,Rio de Janeiro,1550,770
1057,HL1015,1/30/2018,1,Sony,700,430,Salvador,700,270
1058,HL1011,1/30/2018,3,Samsung,2000,920,São Paulo,6000,3240
1059,HL1013,1/30/2018,4,Nikon,1550,850,Curitiba,6200,2800
1060,HL1015,1/31/2018,3,Sony,700,410,Recife,2100,870
1061,HL1003,1/31/2018,3,Samsung,4500,3150,Fortaleza,13500,4050
1062,HL1001,1/31/2018,5,LG,2600,1640,Recife,13000,4800
1063,HL1003,1/31/2018,2,Samsung,4500,2880,São Paulo,9000,3240
1064,HL1006,1/31/2018,4,Samsung,1400,870,São Paulo,5600,2120
1065,HL1021,1/31/2018,2,Samsung,3000,1680,Porto Alegre,6000,2640
1066,HL1001,1/31/2018,2,LG,2600,1790,Recife,5200,1620
1067,HL1009,1/31/2018,3,Motorola,1400,940,Goiânia,4200,1380
1068,HL1004,1/31/2018,5,Apple,1750,880,Guarulhos,8750,4350
1069,HL1020,1/31/2018,5,Motorola,1500,1020,Recife,7500,2400
1070,HL1007,1/31/2018,1,Dell,2300,1560,Rio de Janeiro,2300,740
1071,HL1015,1/31/2018,4,Sony,700,330,São Paulo,2800,1480
1072,HL1021,1/31/2018,5,Samsung,3000,1350,Niterói,15000,8250
1073,HL1018,1/31/2018,1,Xiaomi,1200,490,Guarulhos,1200,710
1074,HL1002,1/31/2018,4,Apple,2500,1700,São Paulo,10000,3200
1075,HL1019,1/31/2018,1,Apple,6500,4160,Fortaleza,6500,2340
1076,HL1009,1/31/2018,2,Motorola,1400,630,Fortaleza,2800,1540
1077,HL1008,1/31/2018,5,Philco,2000,840,Rio de Janeiro,10000,5800
1078,HL1019,1/31/2018,1,Apple,6500,4100,Salvador,6500,2400
1079,HL1021,1/31/2018,1,Samsung,3000,1530,Salvador,3000,1470
1080,HL1006,1/31/2018,5,Samsung,1400,760,Curitiba,7000,3200
1081,HL1009,1/31/2018,5,Motorola,1400,700,Recife,7000,3500
1082,HL1009,1/31/2018,4,Motorola,1400,630,Salvador,5600,3080
1083,HL1024,1/31/2018,5,Acer,2400,1540,Rio de Janeiro,12000,4300
1084,HL1005,1/31/2018,2,Canon,1500,990,Goiânia,3000,1020
1085,HL1024,1/31/2018,3,Acer,2400,1490,Recife,7200,2730
1086,HL1015,1/31/2018,3,Sony,700,330,Fortaleza,2100,1110
1087,HL1020,1/31/2018,3,Motorola,1500,780,Belo Horizonte,4500,2160
1088,HL1007,1/31/2018,3,Dell,2300,1560,Salvador,6900,2220
1089,HL1016,1/31/2018,4,Samsung,1450,870,São Paulo,5800,2320
1090,HL1012,1/31/2018,5,Dell,5500,2590,Goiânia,27500,14550
1091,HL1024,1/31/2018,2,Acer,2400,1100,Fortaleza,4800,2600
1092,HL1001,1/31/2018,1,LG,2600,1480,Salvador,2600,1120
1093,HL1006,2/1/2018,3,Samsung,1400,920,São Paulo,4200,1440
1094,HL1023,2/1/2018,2,Samsung,1500,740,Niterói,3000,1520
1095,HL1002,2/1/2018,4,Apple,2500,1650,São Paulo,10000,3400
1096,HL1006,2/1/2018,1,Samsung,1400,700,Fortaleza,1400,700
1097,HL1019,2/1/2018,1,Apple,6500,2990,Fortaleza,6500,3510
1098,HL1003,2/1/2018,5,Samsung,4500,1890,Guarulhos,22500,13050
1099,HL1005,2/1/2018,4,Canon,1500,720,Guarulhos,6000,3120
1100,HL1007,2/1/2018,4,Dell,2300,1330,Rio de Janeiro,9200,3880
1101,HL1003,2/1/2018,4,Samsung,4500,2070,Fortaleza,18000,9720
1102,HL1005,2/1/2018,1,Canon,1500,600,São Paulo,1500,900
1103,HL1015,2/1/2018,4,Sony,700,460,São Paulo,2800,960
1104,HL1015,2/1/2018,2,Sony,700,340,Porto Alegre,1400,720
1105,HL1015,2/1/2018,5,Sony,700,290,Porto Alegre,3500,2050
1106,HL1020,2/1/2018,2,Motorola,1500,830,São Paulo,3000,1340
1107,HL1003,2/1/2018,3,Samsung,4500,2250,Guarulhos,13500,6750
1108,HL1002,2/1/2018,4,Apple,2500,1030,Fortaleza,10000,5880
1109,HL1002,2/1/2018,5,Apple,2500,1350,Fortaleza,12500,5750
1110,HL1014,2/1/2018,3,Samsung,1100,470,Fortaleza,3300,1890
1111,HL1005,2/2/2018,2,Canon,1500,930,Porto Alegre,3000,1140
1112,HL1011,2/2/2018,5,Samsung,2000,1120,Rio de Janeiro,10000,4400
1113,HL1005,2/2/2018,2,Canon,1500,950,São Paulo,3000,1100
1114,HL1021,2/2/2018,3,Samsung,3000,1530,Rio de Janeiro,9000,4410
1115,HL1010,2/2/2018,4,Apple,1900,870,Salvador,7600,4120
1116,HL1021,2/2/2018,4,Samsung,3000,1710,Salvador,12000,5160
1117,HL1019,2/2/2018,5,Apple,6500,4490,Campinas,32500,10050
1118,HL1003,2/2/2018,1,Samsung,4500,2250,São Paulo,4500,2250
1119,HL1021,2/2/2018,4,Samsung,3000,1830,São Paulo,12000,4680
1120,HL1015,2/2/2018,4,Sony,700,320,Curitiba,2800,1520
1121,HL1001,2/2/2018,1,LG,2600,1660,Guarulhos,2600,940
1122,HL1003,2/2/2018,4,Samsung,4500,2070,São Paulo,18000,9720
1123,HL1007,2/2/2018,5,Dell,2300,990,Belo Horizonte,11500,6550
1124,HL1005,2/2/2018,5,Canon,1500,870,Rio de Janeiro,7500,3150
1125,HL1012,2/2/2018,2,Dell,5500,2860,São Paulo,11000,5280
1126,HL1024,2/2/2018,4,Acer,2400,1300,São Paulo,9600,4400
1127,HL1018,2/2/2018,1,Xiaomi,1200,550,São Paulo,1200,650
1128,HL1005,2/2/2018,3,Canon,1500,1040,São Paulo,4500,1380
1129,HL1023,2/2/2018,5,Samsung,1500,800,São Paulo,7500,3500
1130,HL1018,2/3/2018,3,Xiaomi,1200,660,Fortaleza,3600,1620
1131,HL1009,2/3/2018,4,Motorola,1400,840,São Paulo,5600,2240
1132,HL1001,2/3/2018,5,LG,2600,1510,Campinas,13000,5450
1133,HL1024,2/3/2018,1,Acer,2400,1660,Fortaleza,2400,740
1134,HL1009,2/3/2018,1,Motorola,1400,850,São Paulo,1400,550
1135,HL1017,2/3/2018,3,Samsung,5200,3120,São Paulo,15600,6240
1136,HL1005,2/3/2018,2,Canon,1500,860,Belo Horizonte,3000,1280
1137,HL1007,2/3/2018,2,Dell,2300,1200,Nova Iguaçu,4600,2200
1138,HL1024,2/3/2018,4,Acer,2400,1440,Goiânia,9600,3840
1139,HL1023,2/3/2018,3,Samsung,1500,800,São Paulo,4500,2100
1140,HL1019,2/3/2018,4,Apple,6500,3580,São Paulo,26000,11680
1141,HL1006,2/3/2018,3,Samsung,1400,710,São Paulo,4200,2070
1142,HL1008,2/3/2018,3,Philco,2000,1140,São Paulo,6000,2580
1143,HL1012,2/3/2018,3,Dell,5500,3630,São Paulo,16500,5610
1144,HL1001,2/3/2018,2,LG,2600,1040,Recife,5200,3120
1145,HL1008,2/3/2018,1,Philco,2000,1060,São Paulo,2000,940
1146,HL1001,2/3/2018,3,LG,2600,1040,Curitiba,7800,4680
1147,HL1003,2/3/2018,1,Samsung,4500,3060,Belo Horizonte,4500,1440
1148,HL1001,2/3/2018,5,LG,2600,1480,Campinas,13000,5600
1149,HL1005,2/4/2018,2,Canon,1500,810,Fortaleza,3000,1380
1150,HL1001,2/4/2018,1,LG,2600,1300,São Paulo,2600,1300
1151,HL1007,2/4/2018,3,Dell,2300,1170,Curitiba,6900,3390
1152,HL1020,2/4/2018,1,Motorola,1500,710,Guarulhos,1500,790
1153,HL1007,2/4/2018,5,Dell,2300,1590,Porto Alegre,11500,3550
1154,HL1005,2/4/2018,1,Canon,1500,1010,Rio de Janeiro,1500,490
1155,HL1009,2/4/2018,2,Motorola,1400,880,Belo Horizonte,2800,1040
1156,HL1013,2/4/2018,4,Nikon,1550,1010,Belo Horizonte,6200,2160
1157,HL1009,2/4/2018,4,Motorola,1400,880,Rio de Janeiro,5600,2080
1158,HL1015,2/4/2018,3,Sony,700,390,São Paulo,2100,930
1159,HL1015,2/4/2018,5,Sony,700,310,Rio de Janeiro,3500,1950
1160,HL1001,2/4/2018,5,LG,2600,1330,Goiânia,13000,6350
1161,HL1021,2/4/2018,3,Samsung,3000,1500,Fortaleza,9000,4500
1162,HL1007,2/4/2018,1,Dell,2300,1330,Goiânia,2300,970
1163,HL1001,2/4/2018,4,LG,2600,1740,São Paulo,10400,3440
1164,HL1001,2/4/2018,2,LG,2600,1220,Curitiba,5200,2760
1165,HL1019,2/4/2018,2,Apple,6500,4230,São Paulo,13000,4540
1166,HL1019,2/4/2018,5,Apple,6500,3120,Nova Iguaçu,32500,16900
1167,HL1012,2/5/2018,1,Dell,5500,2970,Curitiba,5500,2530
